id,key,value,type
19313714,access,private,unspecified
19313714,highway,service,unspecified
19313714,cfcc,A74,tiger
19313714,county,"Beaver, PA",tiger
19313817,access,private,unspecified
19313817,highway,service,unspecified
19313817,cfcc,A74,tiger
19313817,tlid,52588465,tiger
19313817,county,"Beaver, PA",tiger
19313817,source,tiger_import_dch_v0.6_20070829,tiger
19313817,reviewed,no,tiger
19313817,upload_uuid,bulk_upload.pl-a7fb9be9-05ba-4476-895d-d24ff8474549,tiger
19313948,access,private,unspecified
19313948,highway,service,unspecified
19313948,cfcc,A74,tiger
19313948,tlid,52579122,tiger
19313948,county,"Beaver, PA",tiger
19313948,source,tiger_import_dch_v0.6_20070829,tiger
19313948,reviewed,no,tiger
19313948,upload_uuid,bulk_upload.pl-a7fb9be9-05ba-4476-895d-d24ff8474549,tiger
19314018,highway,residential,unspecified
19314018,cfcc,A41,tiger
19314018,tlid,52557325,tiger
19314018,county,"Beaver, PA",tiger
19314018,source,tiger_import_dch_v0.6_20070829,tiger
19314018,reviewed,no,tiger
19314018,separated,no,tiger
19314018,upload_uuid,bulk_upload.pl-a7fb9be9-05ba-4476-895d-d24ff8474549,tiger
19314121,highway,residential,unspecified
19314121,cfcc,A41,tiger
19314121,tlid,52580990:52580991:52580978:52580979:52587686,tiger
19314121,county,"Beaver, PA",tiger
19314121,source,tiger_import_dch_v0.6_20070829,tiger
19314121,reviewed,no,tiger
19314121,separated,no,tiger
19314121,upload_uuid,bulk_upload.pl-a7fb9be9-05ba-4476-895d-d24ff8474549,tiger
19314254,highway,residential,unspecified
19314254,cfcc,A41,tiger
19314254,tlid,52585696:52585697,tiger
19314254,county,"Beaver, PA",tiger
19314254,source,tiger_import_dch_v0.6_20070829,tiger
19314254,reviewed,no,tiger
19314254,separated,no,tiger
19314254,upload_uuid,bulk_upload.pl-a7fb9be9-05ba-4476-895d-d24ff8474549,tiger
19314373,access,private,unspecified
19314373,highway,service,unspecified
19314373,cfcc,A74,tiger
19314373,county,"Beaver, PA",tiger
19314522,highway,track,unspecified
19314522,cfcc,A41,tiger
19314522,county,"Beaver, PA",tiger
19314522,reviewed,no,tiger
19314632,highway,residential,unspecified
19314632,cfcc,A41,tiger
19314632,county,"Beaver, PA",tiger
19314632,reviewed,no,tiger
19314781,highway,residential,unspecified
19314781,cfcc,A41,tiger
19314781,tlid,52586534,tiger
19314781,county,"Beaver, PA",tiger
19314781,source,tiger_import_dch_v0.6_20070829,tiger
19314781,reviewed,no,tiger
19314781,separated,no,tiger
19314781,upload_uuid,bulk_upload.pl-a7fb9be9-05ba-4476-895d-d24ff8474549,tiger
19314910,highway,residential,unspecified
19314910,cfcc,A41,tiger
19314910,county,"Beaver, PA",tiger
19314910,reviewed,no,tiger
19315006,access,private,unspecified
19315006,highway,service,unspecified
19315006,cfcc,A74,tiger
19315006,tlid,52579915:52579916,tiger
19315006,county,"Beaver, PA",tiger
19315006,source,tiger_import_dch_v0.6_20070829,tiger
19315006,reviewed,no,tiger
19315006,upload_uuid,bulk_upload.pl-a7fb9be9-05ba-4476-895d-d24ff8474549,tiger
19315100,highway,residential,unspecified
19315100,cfcc,A41,tiger
19315100,tlid,52578495:52578496,tiger
19315100,county,"Beaver, PA",tiger
19315100,source,tiger_import_dch_v0.6_20070829,tiger
19315100,reviewed,no,tiger
19315100,separated,no,tiger
19315100,upload_uuid,bulk_upload.pl-a7fb9be9-05ba-4476-895d-d24ff8474549,tiger
19315210,access,private,unspecified
19315210,highway,service,unspecified
19315210,cfcc,A74,tiger
19315210,tlid,52578121,tiger
19315210,county,"Beaver, PA",tiger
19315210,source,tiger_import_dch_v0.6_20070829,tiger
19315210,reviewed,no,tiger
19315210,upload_uuid,bulk_upload.pl-a7fb9be9-05ba-4476-895d-d24ff8474549,tiger
19315293,access,private,unspecified
19315293,highway,service,unspecified
19315293,cfcc,A74,tiger
19315293,tlid,52578051:52578052,tiger
19315293,county,"Beaver, PA",tiger
19315293,source,tiger_import_dch_v0.6_20070829,tiger
19315293,reviewed,no,tiger
19315293,upload_uuid,bulk_upload.pl-a7fb9be9-05ba-4476-895d-d24ff8474549,tiger
19315357,access,private,unspecified
19315357,highway,service,unspecified
19315357,cfcc,A74,tiger
19315357,county,"Beaver, PA",tiger
19315461,oneway,yes,unspecified
19315461,highway,tertiary_link,unspecified
19315461,cfcc,A41,tiger
19315461,county,"Beaver, PA",tiger
19315556,name,5th Avenue,unspecified
19315556,highway,residential,unspecified
19315556,cfcc,A41,tiger
19315556,county,"Beaver, PA",tiger
19315556,reviewed,no,tiger
19315556,zip_left,15001,tiger
19315556,name_base,5th,tiger
19315556,name_type,Ave,tiger
19315556,zip_right,15001,tiger
19315667,name,Kennedy Avenue,unspecified
19315667,highway,residential,unspecified
19315667,cfcc,A41,tiger
19315667,county,"Beaver, PA",tiger
19315667,reviewed,no,tiger
19315667,name_base,Kennedy,tiger
19315667,name_type,Ave,tiger
19315741,name,Ash Alley,unspecified
19315741,source,bing,unspecified
19315741,highway,service,unspecified
19315741,service,alley,unspecified
19315741,cfcc,A41,tiger
19315741,county,"Beaver, PA",tiger
19315741,reviewed,no,tiger
19315741,zip_left,15061,tiger
19315741,name_base,Ash,tiger
19315741,name_type,Aly,tiger
19315741,zip_right,15061,tiger
19315837,name,Schmidt Lane,unspecified
19315837,highway,residential,unspecified
19315837,cfcc,A41,tiger
19315837,county,"Beaver, PA",tiger
19315837,reviewed,no,tiger
19315837,name_base,Schmidt,tiger
19315837,name_type,Ln,tiger
19315917,name,Center Road,unspecified
19315917,highway,residential,unspecified
19315917,cfcc,A41,tiger
19315917,county,"Beaver, PA",tiger
19315917,reviewed,no,tiger
19315917,zip_left,15061,tiger
19315917,name_base,Center,tiger
19315917,name_type,Rd,tiger
19315917,zip_right,15061,tiger
19316027,ref,PA 18,unspecified
19316027,name,Brodhead Road,unspecified
19316027,lanes,2,unspecified
19316027,oneway,yes,unspecified
19316027,highway,primary,unspecified
19316027,maxspeed,25 mph,unspecified
19316027,cfcc,A35,tiger
19316027,county,"Beaver, PA",tiger
19316027,zip_left,15061,tiger
19316027,name_base,Brodhead,tiger
19316027,name_type,Rd,tiger
19316027,zip_right,15061,tiger
19316027,name_base_1,Route 18,tiger
19316027,old_ref_legislative,76,unspecified
19316096,name,6th Street,unspecified
19316096,source,bing,unspecified
19316096,highway,residential,unspecified
19316233,name,Ridgevue Road,unspecified
19316233,highway,residential,unspecified
19316233,cfcc,A41,tiger
19316233,county,"Beaver, PA",tiger
19316233,reviewed,no,tiger
19316233,zip_left,15066,tiger
19316233,name_base,Ridgevue,tiger
19316233,name_type,Rd,tiger
19316233,zip_right,15066,tiger
19316328,name,Park Avenue,unspecified
19316328,highway,residential,unspecified
19316328,cfcc,A41,tiger
19316328,county,"Beaver, PA",tiger
19316328,reviewed,no,tiger
19316328,zip_left,15042,tiger
19316328,name_base,Park,tiger
19316328,name_type,Ave,tiger
19316328,zip_right,15042,tiger
19316397,name,Dalton Avenue,unspecified
19316397,highway,residential,unspecified
19316397,cfcc,A41,tiger
19316397,county,"Beaver, PA",tiger
19316397,reviewed,no,tiger
19316397,zip_left,15074,tiger
19316397,name_base,Dalton,tiger
19316397,name_type,Ave,tiger
19316397,zip_right,15074,tiger
19316480,name,Green Forest Drive,unspecified
19316480,highway,residential,unspecified
19316480,cfcc,A41,tiger
19316480,county,"Beaver, PA",tiger
19316480,reviewed,no,tiger
19316480,name_base,Green Forest,tiger
19316480,name_type,Dr,tiger
19316536,name,Pullman Station,unspecified
19316536,highway,residential,unspecified
19316536,cfcc,A41,tiger
19316536,tlid,52580300:52580301:52564047,tiger
19316536,county,"Beaver, PA",tiger
19316536,source,tiger_import_dch_v0.6_20070829,tiger
19316536,reviewed,no,tiger
19316536,zip_left,16117,tiger
19316536,name_base,Pullman Station,tiger
19316536,separated,no,tiger
19316536,zip_right,16117,tiger
19316536,upload_uuid,bulk_upload.pl-a7fb9be9-05ba-4476-895d-d24ff8474549,tiger
19316626,name,South Lincoln Avenue,unspecified
19316626,highway,residential,unspecified
19316626,cfcc,A41,tiger
19316626,county,"Beaver, PA",tiger
19316626,reviewed,no,tiger
19316626,zip_left,15009,tiger
19316626,name_base,Lincoln,tiger
19316626,name_type,Ave,tiger
19316626,zip_right,15009,tiger
19316626,name_direction_prefix,S,tiger
19316730,name,Satellite Drive,unspecified
19316730,highway,residential,unspecified
19316730,cfcc,A41,tiger
19316730,county,"Beaver, PA",tiger
19316730,reviewed,no,tiger
19316730,zip_left,15042,tiger
19316730,name_base,Satellite,tiger
19316730,name_type,Dr,tiger
19316730,zip_right,15042,tiger
19316802,name,3rd Street,unspecified
19316802,highway,residential,unspecified
19316802,cfcc,A41,tiger
19316802,county,"Beaver, PA",tiger
19316802,zip_left,15074,tiger
19316802,name_base,3rd,tiger
19316802,name_type,St,tiger
19316802,zip_right,15074,tiger
19316890,name,21st Street,unspecified
19316890,highway,residential,unspecified
19316890,cfcc,A41,tiger
19316890,county,"Beaver, PA",tiger
19316890,reviewed,no,tiger
19316890,zip_left,15003,tiger
19316890,name_base,21st,tiger
19316890,name_type,St,tiger
19316890,zip_right,15003,tiger
19316965,name,6th Avenue,unspecified
19316965,highway,residential,unspecified
19316965,cfcc,A41,tiger
19316965,county,"Beaver, PA",tiger
19316965,reviewed,no,tiger
19316965,zip_left,15066,tiger
19316965,name_base,6th,tiger
19316965,name_type,Ave,tiger
19316965,zip_right,15066,tiger
19317087,name,Hollowvue Road,unspecified
19317087,highway,residential,unspecified
19317087,cfcc,A41,tiger
19317087,county,"Beaver, PA",tiger
19317087,reviewed,no,tiger
19317087,name_base,Hollowvue,tiger
19317087,name_type,Rd,tiger
19317151,name,Maple Alley,unspecified
19317151,highway,residential,unspecified
19317151,cfcc,A41,tiger
19317151,county,"Beaver, PA",tiger
19317151,reviewed,no,tiger
19317151,name_base,Maple,tiger
19317151,name_type,Aly,tiger
19317231,name,Dogwood Lane,unspecified
19317231,highway,residential,unspecified
19317231,cfcc,A41,tiger
19317231,county,"Beaver, PA",tiger
19317231,reviewed,no,tiger
19317231,name_base,Dogwood,tiger
19317231,name_type,Ln,tiger
19317314,name,Michael Drive,unspecified
19317314,highway,residential,unspecified
19317314,cfcc,A41,tiger
19317314,county,"Beaver, PA",tiger
19317314,reviewed,no,tiger
19317314,zip_left,15001,tiger
19317314,name_base,Michael,tiger
19317314,name_type,Dr,tiger
19317314,zip_right,15001,tiger
19317393,name,Short Street,unspecified
19317393,highway,residential,unspecified
19317393,cfcc,A41,tiger
19317393,county,"Beaver, PA",tiger
19317393,reviewed,no,tiger
19317393,zip_left,15005,tiger
19317393,name_base,Short,tiger
19317393,name_type,St,tiger
19317393,zip_right,15005,tiger
19317477,name,Farm Lane,unspecified
19317477,highway,residential,unspecified
19317477,cfcc,A41,tiger
19317477,county,"Beaver, PA",tiger
19317477,reviewed,no,tiger
19317477,zip_left,15042,tiger
19317477,name_base,Farm,tiger
19317477,name_type,Ln,tiger
19317477,zip_right,15042,tiger
19317576,name,Sunray Drive,unspecified
19317576,highway,residential,unspecified
19317576,cfcc,A41,tiger
19317576,county,"Beaver, PA",tiger
19317576,reviewed,no,tiger
19317576,zip_left,16117,tiger
19317576,name_base,Sunray,tiger
19317576,name_type,Dr,tiger
19317576,zip_left_1,16117,tiger
19317576,zip_left_2,16117,tiger
19317659,name,Anderson Mill Road,unspecified
19317659,highway,residential,unspecified
19317659,cfcc,A41,tiger
19317659,county,"Beaver, PA",tiger
19317659,reviewed,no,tiger
19317659,zip_left,15001,tiger
19317659,name_base,Anderson Mill,tiger
19317659,name_type,Rd,tiger
19317659,zip_right,15001,tiger
19317743,name,Riverview Avenue,unspecified
19317743,highway,residential,unspecified
19317743,cfcc,A41,tiger
19317743,county,"Beaver, PA",tiger
19317743,reviewed,no,tiger
19317743,zip_left,15001,tiger
19317743,name_base,Riverview,tiger
19317743,name_type,Ave,tiger
19317743,zip_right,15001,tiger
19317813,name,Grant Street,unspecified
19317813,highway,residential,unspecified
19317813,cfcc,A41,tiger
19317813,county,"Beaver, PA",tiger
19317813,zip_left,15001,tiger
19317813,name_base,Grant,tiger
19317813,name_type,St,tiger
19317813,zip_right,15001,tiger
19317872,name,Oak Knoll Road,unspecified
19317872,highway,residential,unspecified
19317872,cfcc,A41,tiger
19317872,county,"Beaver, PA",tiger
19317872,reviewed,no,tiger
19317872,zip_left,15050,tiger
19317872,name_base,Oak Knoll,tiger
19317872,name_type,Rd,tiger
19317872,zip_right,15050,tiger
19317961,name,Paradise Road,unspecified
19317961,highway,residential,unspecified
19317961,cfcc,A41,tiger
19317961,county,"Beaver, PA",tiger
19317961,reviewed,no,tiger
19317961,name_base,Paradise,tiger
19317961,name_type,Rd,tiger
19318035,name,Frederick Road,unspecified
19318035,highway,residential,unspecified
19318035,cfcc,A41,tiger
19318035,county,"Beaver, PA",tiger
19318035,reviewed,no,tiger
19318035,zip_left,15005,tiger
19318035,name_base,Frederick,tiger
19318035,name_type,Rd,tiger
19318035,zip_right,15005,tiger
19318149,name,Vine Street,unspecified
19318149,highway,residential,unspecified
19318149,cfcc,A41,tiger
19318149,county,"Beaver, PA",tiger
19318149,zip_left,15003,tiger
19318149,name_base,Vine,tiger
19318149,name_type,St,tiger
19318149,zip_right,15003,tiger
19318237,access,private,unspecified
19318237,highway,service,unspecified
19318237,cfcc,A74,tiger
19318237,tlid,52689968,tiger
19318237,county,"Butler, PA",tiger
19318237,source,tiger_import_dch_v0.6_20070829,tiger
19318237,reviewed,no,tiger
19318237,upload_uuid,bulk_upload.pl-866b7548-d1f8-41ce-a146-1fbc5545abb6,tiger
19318333,name,Beech Street,unspecified
19318333,source,bing,unspecified
19318333,highway,service,unspecified
19318333,service,alley,unspecified
19318333,cfcc,A41,tiger
19318333,county,"Beaver, PA",tiger
19318333,reviewed,no,tiger
19318333,zip_left,15061,tiger
19318333,name_base,Beech,tiger
19318333,name_type,St,tiger
19318333,zip_right,15061,tiger
19318417,highway,residential,unspecified
19318417,cfcc,A41,tiger
19318417,tlid,52666772,tiger
19318417,county,"Butler, PA",tiger
19318417,source,tiger_import_dch_v0.6_20070829,tiger
19318417,reviewed,no,tiger
19318417,separated,no,tiger
19318417,upload_uuid,bulk_upload.pl-866b7548-d1f8-41ce-a146-1fbc5545abb6,tiger
19318489,name,Terrace Drive,unspecified
19318489,highway,residential,unspecified
19318489,cfcc,A41,tiger
19318489,county,"Beaver, PA",tiger
19318489,reviewed,no,tiger
19318489,zip_left,16117,tiger
19318489,name_base,Terrace,tiger
19318489,name_type,Dr,tiger
19318489,zip_right,16117,tiger
19318489,zip_left_1,16117,tiger
19318587,name,Temple Road,unspecified
19318587,highway,tertiary,unspecified
19318587,cfcc,A41,tiger
19318587,county,"Beaver, PA",tiger
19318587,reviewed,no,tiger
19318587,zip_left,15001,tiger
19318587,name_base,Green:Temple,tiger
19318587,name_type,Rd:St,tiger
19318587,zip_right,15001,tiger
19318668,name,Crawford Street,unspecified
19318668,highway,residential,unspecified
19318668,cfcc,A41,tiger
19318668,county,"Beaver, PA",tiger
19318668,reviewed,no,tiger
19318668,name_base,Crawford,tiger
19318668,name_type,St,tiger
19318764,name,Logue Road,unspecified
19318764,highway,unclassified,unspecified
19318764,cfcc,A31,tiger
19318764,county,"Beaver, PA",tiger
19318764,reviewed,no,tiger
19318764,zip_left,15050,tiger
19318764,name_base,Logue,tiger
19318764,name_type,Rd,tiger
19318764,name_base_1,State Route 18,tiger
19318861,name,Spruce Street,unspecified
19318861,highway,residential,unspecified
19318861,cfcc,A41,tiger
19318861,county,"Beaver, PA",tiger
19318861,zip_left,15074,tiger
19318861,name_base,Spruce,tiger
19318861,name_type,St,tiger
19318861,zip_right,15074,tiger
19318936,name,2nd Street,unspecified
19318936,highway,residential,unspecified
19318936,cfcc,A41,tiger
19318936,county,"Beaver, PA",tiger
19318936,reviewed,no,tiger
19318936,zip_left,15010,tiger
19318936,name_base,2nd,tiger
19318936,name_type,St,tiger
19318936,zip_right,15010,tiger
19318998,name,17th Street,unspecified
19318998,highway,residential,unspecified
19318998,cfcc,A41,tiger
19318998,county,"Beaver, PA",tiger
19318998,reviewed,no,tiger
19318998,zip_left,15010,tiger
19318998,name_base,17th,tiger
19318998,name_type,St,tiger
19318998,zip_right,15010,tiger
19319071,highway,residential,unspecified
19319071,cfcc,A41,tiger
19319071,tlid,52684550,tiger
19319071,county,"Butler, PA",tiger
19319071,source,tiger_import_dch_v0.6_20070829,tiger
19319071,reviewed,no,tiger
19319071,separated,no,tiger
19319071,upload_uuid,bulk_upload.pl-866b7548-d1f8-41ce-a146-1fbc5545abb6,tiger
19319141,access,private,unspecified
19319141,oneway,no,unspecified
19319141,source,bing,unspecified
19319141,highway,service,unspecified
19319141,service,driveway,unspecified
19319141,surface,unpaved,unspecified
19319141,cfcc,A74,tiger
19319141,tlid,52692366,tiger
19319141,county,"Butler, PA",tiger
19319141,source,tiger_import_dch_v0.6_20070829,tiger
19319141,motor_vehicle,private,unspecified
19319141,reviewed,no,tiger
19319141,upload_uuid,bulk_upload.pl-866b7548-d1f8-41ce-a146-1fbc5545abb6,tiger
19319245,highway,residential,unspecified
19319245,cfcc,A41,tiger
19319245,county,"Butler, PA",tiger
19319245,reviewed,no,tiger
19319322,access,private,unspecified
19319322,city,Mars,addr
19319322,highway,service,unspecified
19319322,service,alley,unspecified
19319322,cfcc,A74,tiger
19319322,county,"Butler, PA",tiger
19319322,reviewed,no,tiger
19319421,highway,residential,unspecified
19319421,cfcc,A41,tiger
19319421,tlid,52667725,tiger
19319421,county,"Butler, PA",tiger
19319421,source,tiger_import_dch_v0.6_20070829,tiger
19319421,reviewed,no,tiger
19319421,separated,no,tiger
19319421,upload_uuid,bulk_upload.pl-866b7548-d1f8-41ce-a146-1fbc5545abb6,tiger
19319519,name,33nd Avenue,unspecified
19319519,highway,residential,unspecified
19319519,cfcc,A41,tiger
19319519,county,"Beaver, PA",tiger
19319519,reviewed,no,tiger
19319519,name_base,33nd,tiger
19319519,name_type,Ave,tiger
19319610,name,Sarah Street,unspecified
19319610,highway,residential,unspecified
19319610,cfcc,A41,tiger
19319610,county,"Beaver, PA",tiger
19319610,reviewed,no,tiger
19319610,zip_left,15061,tiger
19319610,name_base,Sarah,tiger
19319610,name_type,St,tiger
19319610,zip_right,15061,tiger
19319711,name,Blackswoods Road,unspecified
19319711,name_1,Blacks Woods Road,unspecified
19319711,highway,residential,unspecified
19319711,cfcc,A41,tiger
19319711,county,"Beaver, PA",tiger
19319711,reviewed,no,tiger
19319711,zip_left,15042,tiger
19319711,name_base,Blackswoods,tiger
19319711,name_type,Rd,tiger
19319711,zip_right,15042,tiger
19319711,name_base_1,Blacks Woods,tiger
19319711,name_type_1,Rd,tiger
19319828,name,Saint Joseph Way,unspecified
19319828,highway,residential,unspecified
19319828,cfcc,A41,tiger
19319828,county,"Beaver, PA",tiger
19319828,reviewed,no,tiger
19319828,name_base,Saint Joseph,tiger
19319828,name_type,Way,tiger
19319907,access,private,unspecified
19319907,highway,service,unspecified
19319907,cfcc,A74,tiger
19319907,tlid,52671692:52671698,tiger
19319907,county,"Butler, PA",tiger
19319907,source,tiger_import_dch_v0.6_20070829,tiger
19319907,reviewed,no,tiger
19319907,upload_uuid,bulk_upload.pl-866b7548-d1f8-41ce-a146-1fbc5545abb6,tiger
19319983,name,Docktor Lane,unspecified
19319983,highway,residential,unspecified
19319983,cfcc,A41,tiger
19319983,county,"Beaver, PA",tiger
19319983,reviewed,no,tiger
19319983,zip_left,15061,tiger
19319983,name_base,Docktor,tiger
19319983,name_type,Ln,tiger
19319983,zip_right,15061,tiger
19320098,highway,residential,unspecified
19320098,cfcc,A41,tiger
19320098,tlid,52667586:52667587,tiger
19320098,county,"Butler, PA",tiger
19320098,source,tiger_import_dch_v0.6_20070829,tiger
19320098,reviewed,no,tiger
19320098,separated,no,tiger
19320098,upload_uuid,bulk_upload.pl-866b7548-d1f8-41ce-a146-1fbc5545abb6,tiger
19320212,name,Oak Road,unspecified
19320212,highway,residential,unspecified
19320212,cfcc,A41,tiger
19320212,county,"Beaver, PA",tiger
19320212,reviewed,no,tiger
19320212,name_base,Oak,tiger
19320212,name_type,Rd,tiger
19320275,name,Forrest-Dale Drive,unspecified
19320275,highway,residential,unspecified
19320275,cfcc,A41,tiger
19320275,county,"Beaver, PA",tiger
19320275,reviewed,no,tiger
19320275,zip_left,15052,tiger
19320275,name_base,Forrest-Dale,tiger
19320275,name_type,Dr,tiger
19320275,zip_right,15052,tiger
19320348,highway,residential,unspecified
19320348,cfcc,A41,tiger
19320348,tlid,52693206,tiger
19320348,county,"Butler, PA",tiger
19320348,source,tiger_import_dch_v0.6_20070829,tiger
19320348,reviewed,no,tiger
19320348,separated,no,tiger
19320348,upload_uuid,bulk_upload.pl-866b7548-d1f8-41ce-a146-1fbc5545abb6,tiger
19320430,name,Pennsylvania Avenue,unspecified
19320430,highway,residential,unspecified
19320430,cfcc,A41,tiger
19320430,county,"Beaver, PA",tiger
19320430,reviewed,no,tiger
19320430,zip_left,15074,tiger
19320430,name_base,Pennsylvania,tiger
19320430,name_type,Ave,tiger
19320430,zip_right,15074,tiger
19320510,name,2nd Avenue,unspecified
19320510,highway,residential,unspecified
19320510,cfcc,A41,tiger
19320510,county,"Beaver, PA",tiger
19320510,reviewed,no,tiger
19320510,zip_left,15010,tiger
19320510,name_base,2nd,tiger
19320510,name_type,Ave,tiger
19320510,zip_right,15010,tiger
19320574,highway,residential,unspecified
19320574,cfcc,A41,tiger
19320574,tlid,52657533,tiger
19320574,county,"Butler, PA",tiger
19320574,source,tiger_import_dch_v0.6_20070829,tiger
19320574,reviewed,no,tiger
19320574,separated,no,tiger
19320574,upload_uuid,bulk_upload.pl-866b7548-d1f8-41ce-a146-1fbc5545abb6,tiger
19320645,highway,residential,unspecified
19320645,cfcc,A41,tiger
19320645,tlid,52654016,tiger
19320645,county,"Butler, PA",tiger
19320645,source,tiger_import_dch_v0.6_20070829,tiger
19320645,reviewed,no,tiger
19320645,separated,no,tiger
19320645,upload_uuid,bulk_upload.pl-866b7548-d1f8-41ce-a146-1fbc5545abb6,tiger
19320712,name,5th Street,unspecified
19320712,highway,residential,unspecified
19320712,cfcc,A41,tiger
19320712,county,"Beaver, PA",tiger
19320712,reviewed,no,tiger
19320712,zip_left,15010,tiger
19320712,name_base,5th,tiger
19320712,name_type,St,tiger
19320712,zip_right,15010,tiger
19320833,highway,residential,unspecified
19320833,cfcc,A41,tiger
19320833,county,"Butler, PA",tiger
19320833,reviewed,no,tiger
19320931,access,private,unspecified
19320931,highway,service,unspecified
19320931,cfcc,A74,tiger
19320931,tlid,65189803,tiger
19320931,county,"Lawrence, PA",tiger
19320931,source,tiger_import_dch_v0.6_20070829,tiger
19320931,reviewed,no,tiger
19320931,upload_uuid,bulk_upload.pl-d519decf-4d62-4fc8-b658-f4ea0378bbb6,tiger
19321034,name,East Avenue,unspecified
19321034,highway,residential,unspecified
19321034,cfcc,A41,tiger
19321034,county,"Beaver, PA",tiger
19321034,reviewed,no,tiger
19321034,zip_left,15010,tiger
19321034,name_base,East,tiger
19321034,name_type,Ave,tiger
19321034,zip_right,15010,tiger
19321099,access,private,unspecified
19321099,highway,service,unspecified
19321099,cfcc,A74,tiger
19321099,tlid,65189849,tiger
19321099,county,"Lawrence, PA",tiger
19321099,source,tiger_import_dch_v0.6_20070829,tiger
19321099,reviewed,no,tiger
19321099,upload_uuid,bulk_upload.pl-d519decf-4d62-4fc8-b658-f4ea0378bbb6,tiger
19321199,name,Christina's Court,unspecified
19321199,highway,residential,unspecified
19321199,cfcc,A41,tiger
19321199,county,"Butler, PA",tiger
19321199,reviewed,no,tiger
19321199,zip_left,16066,tiger
19321199,name_base,Christina's,tiger
19321199,name_type,Ct,tiger
19321199,zip_right,16066,tiger
19321294,name,Pine Ridge Acres Drive,unspecified
19321294,highway,residential,unspecified
19321294,cfcc,A41,tiger
19321294,county,"Butler, PA",tiger
19321294,reviewed,no,tiger
19321294,zip_left,16059,tiger
19321294,name_base,Pine Ridge Acres,tiger
19321294,name_type,Dr,tiger
19321294,zip_right,16059,tiger
19321381,name,Glendale Avenue,unspecified
19321381,highway,residential,unspecified
19321381,cfcc,A41,tiger
19321381,county,"Butler, PA",tiger
19321381,reviewed,no,tiger
19321381,zip_left,16001,tiger
19321381,name_base,Glendale,tiger
19321381,name_type,Ave,tiger
19321381,zip_right,16001,tiger
19321437,name,Pearce Road,unspecified
19321437,name_1,T693,unspecified
19321437,highway,residential,unspecified
19321437,cfcc,A41,tiger
19321437,county,"Butler, PA",tiger
19321437,reviewed,no,tiger
19321437,zip_left,16046,tiger
19321437,name_base,Pearce,tiger
19321437,name_type,Rd,tiger
19321437,zip_right,16046,tiger
19321437,name_base_1,T693,tiger
19321512,name,Brighton Road,unspecified
19321512,lanes,2,unspecified
19321512,highway,secondary,unspecified
19321512,cfcc,A41,tiger
19321512,county,"Beaver, PA",tiger
19321512,name_base,Brighton,tiger
19321512,name_type,Rd,tiger
19321594,name,Front Street,unspecified
19321594,highway,residential,unspecified
19321594,cfcc,A41,tiger
19321594,county,"Beaver, PA",tiger
19321594,reviewed,no,tiger
19321594,zip_left,15061,tiger
19321594,name_base,Front,tiger
19321594,name_type,St,tiger
19321594,zip_right,15061,tiger
19321665,name,Knollwood Drive,unspecified
19321665,highway,residential,unspecified
19321665,cfcc,A41,tiger
19321665,county,"Beaver, PA",tiger
19321665,reviewed,no,tiger
19321665,zip_left,15052,tiger
19321665,name_base,Knollwood,tiger
19321665,name_type,Dr,tiger
19321665,zip_right,15052,tiger
19321736,name,Russet Meadow Court,unspecified
19321736,lanes,2,unspecified
19321736,oneway,no,unspecified
19321736,source,bing,unspecified
19321736,highway,residential,unspecified
19321736,surface,paved,unspecified
19321736,cfcc,A41,tiger
19321736,county,"Butler, PA",tiger
19321736,reviewed,no,tiger
19321736,zip_left,16066,tiger
19321736,name_base,Russet Meadow,tiger
19321736,name_type,Ct,tiger
19321736,zip_right,16066,tiger
19321813,name,Grant Avenue,unspecified
19321813,highway,residential,unspecified
19321813,cfcc,A41,tiger
19321813,county,"Beaver, PA",tiger
19321813,reviewed,no,tiger
19321813,zip_left,15005,tiger
19321813,name_base,Grant,tiger
19321813,name_type,Ave,tiger
19321813,zip_right,15005,tiger
19321889,name,Estate Circle,unspecified
19321889,oneway,no,unspecified
19321889,source,bing,unspecified
19321889,highway,unclassified,unspecified
19321889,surface,gravel,unspecified
19321889,cfcc,A41,tiger
19321889,county,"Butler, PA",tiger
19321889,reviewed,no,tiger
19321889,zip_left,16056,tiger
19321889,name_base,Estate,tiger
19321889,name_type,Cir,tiger
19321889,zip_right,16056,tiger
19321963,name,Nelson Lane,unspecified
19321963,highway,unclassified,unspecified
19321963,cfcc,A41,tiger
19321963,county,"Butler, PA",tiger
19321963,reviewed,no,tiger
19321963,zip_left,16063,tiger
19321963,name_base,Nelson,tiger
19321963,name_type,Ln,tiger
19321963,zip_right,16063,tiger
19322039,name,Woeigler Drive,unspecified
19322039,highway,residential,unspecified
19322039,cfcc,A41,tiger
19322039,county,"Beaver, PA",tiger
19322039,reviewed,no,tiger
19322039,zip_left,15061,tiger
19322039,name_base,Woeigler,tiger
19322039,name_type,Dr,tiger
19322114,name,Winterwood Drive,unspecified
19322114,highway,residential,unspecified
19322114,cfcc,A41,tiger
19322114,county,"Butler, PA",tiger
19322114,reviewed,no,tiger
19322114,zip_left,16001,tiger
19322114,name_base,Winterwood,tiger
19322114,name_type,Dr,tiger
19322114,zip_right,16001,tiger
19322211,name,Grandview Road,unspecified
19322211,highway,residential,unspecified
19322211,cfcc,A41,tiger
19322211,county,"Beaver, PA",tiger
19322211,reviewed,no,tiger
